,Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,HasName,AdoptionSpeed
306,1,2,307,0,2,1,3,0,2,2,1,1,2,1,1,0,41326,0,4,1,2
307,2,2,265,0,1,4,0,0,1,1,1,1,2,1,1,0,41326,0,5,1,1
308,1,1,307,0,2,1,0,0,2,2,2,2,2,1,2,0,41336,0,4,1,1
309,1,1,307,0,2,1,2,7,1,1,2,2,2,1,1,0,41326,0,1,1,4
310,1,5,20,0,2,1,2,7,2,1,3,3,3,1,1,300,41326,0,1,1,1
311,2,22,265,0,2,1,0,0,2,2,1,1,1,1,1,0,41327,0,7,1,4
312,2,36,266,0,2,1,2,7,2,2,1,1,1,1,1,0,41332,0,4,1,4
313,1,36,213,218,2,7,0,0,2,2,1,1,1,1,1,0,41401,0,2,1,2
314,1,8,307,0,1,4,0,0,2,1,1,1,2,1,1,0,41401,0,2,1,4
315,1,10,307,0,2,7,0,0,2,1,2,1,1,1,1,0,41401,0,2,1,4
316,1,2,307,0,2,2,4,0,2,1,2,1,2,1,1,0,41326,0,4,1,4
317,2,2,265,0,1,1,7,0,1,2,2,2,2,1,1,0,41401,0,4,1,4
318,1,3,307,0,1,1,0,0,2,1,3,1,3,1,1,0,41326,0,2,1,4
319,1,3,307,0,2,1,7,0,2,1,2,2,2,1,1,0,41327,0,2,1,3
320,2,0,266,0,3,1,2,7,2,1,3,1,1,1,18,0,41326,0,21,1,4
321,1,60,205,0,2,1,7,0,1,2,3,1,1,1,1,0,41326,0,1,1,3
322,1,2,307,0,1,2,0,0,2,1,1,1,2,1,1,0,41401,0,1,1,2
323,1,2,307,0,3,2,6,7,2,1,2,2,2,1,6,0,41326,0,5,1,4
324,2,12,265,0,1,2,7,0,2,2,1,1,1,1,1,0,41326,0,2,1,1
325,1,1,307,307,2,1,2,0,2,2,2,1,2,1,1,0,41326,0,1,1,3
326,2,2,266,0,1,3,0,0,3,1,3,3,3,1,2,0,41327,0,5,1,2
327,2,2,266,0,3,7,0,0,2,1,2,1,2,1,3,0,41336,0,4,1,1
328,1,1,307,0,2,7,0,0,2,2,2,2,2,1,1,0,41330,0,1,1,3
329,1,24,307,0,2,7,0,0,3,1,3,3,1,2,1,0,41327,0,2,1,4
330,1,3,307,307,2,2,0,0,2,1,1,1,1,1,1,200,41326,0,6,1,4
331,2,2,266,266,3,1,6,7,2,1,2,1,2,1,4,0,41401,0,8,1,4
332,1,2,307,0,1,1,2,7,2,1,2,2,2,1,1,0,41326,0,7,1,3
333,2,12,265,0,1,1,0,0,1,2,3,3,3,1,1,0,41326,0,1,1,4
334,1,12,307,307,2,2,0,0,2,2,2,1,2,1,1,0,41327,0,1,1,4
335,1,1,307,0,1,2,0,0,2,1,1,1,2,1,1,0,41326,0,1,0,3
336,2,11,266,0,2,1,4,7,2,1,1,1,1,1,1,0,41326,0,11,1,2
337,1,74,205,0,1,2,7,0,2,2,3,1,3,1,1,0,41326,0,2,1,2
338,1,36,218,218,2,2,3,5,2,3,1,1,1,1,1,0,41326,0,3,1,3
339,1,3,307,307,2,2,7,0,2,2,2,1,2,1,1,0,41326,0,3,1,3
340,1,2,307,0,2,1,2,7,2,1,1,1,2,1,1,0,41326,0,6,1,3
341,1,3,307,0,2,1,2,7,2,2,1,1,2,1,1,0,41326,0,4,1,3
342,1,48,179,0,1,7,0,0,1,1,1,1,2,1,1,0,41401,0,1,1,1
343,2,3,266,0,3,2,5,7,1,1,3,1,1,1,7,60,41401,0,5,1,3
344,1,2,307,0,2,1,2,0,2,1,1,1,1,1,1,0,41326,0,8,1,3
345,1,36,179,0,1,2,0,0,1,2,3,3,2,1,1,0,41326,0,3,1,2
346,2,3,264,0,1,1,7,0,2,3,2,1,2,1,1,0,41326,0,5,0,2
347,2,4,266,0,2,1,6,7,1,1,2,2,2,1,1,0,41326,0,3,0,1
348,1,2,307,0,3,2,7,0,2,1,2,2,2,1,5,0,41326,0,2,1,1
349,1,1,141,307,1,1,2,0,2,1,2,1,2,1,1,0,41327,0,5,1,3
350,1,60,195,0,1,1,7,0,2,1,1,1,1,1,1,0,41325,0,1,1,2
351,1,2,307,307,2,1,0,0,2,2,1,1,2,1,1,0,41326,0,1,1,2
352,1,4,307,0,2,1,2,0,2,2,1,1,2,1,1,0,41326,0,4,1,4
353,2,3,266,264,3,1,6,7,3,2,1,1,2,1,4,0,41327,0,9,1,3
354,2,2,266,0,2,1,4,7,2,1,2,1,2,1,1,0,41401,0,1,1,1
355,1,3,307,0,2,3,0,0,2,1,1,1,1,1,1,0,41327,0,7,1,4
356,1,2,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41330,0,1,1,2
357,2,1,265,0,2,7,0,0,1,2,2,1,2,1,1,0,41335,0,10,1,1
358,1,18,307,307,2,1,0,0,2,1,1,1,1,1,1,0,41326,0,3,1,4
359,2,1,264,0,3,1,3,0,1,2,2,2,2,1,2,0,41326,0,1,1,4
360,2,3,266,0,1,3,0,0,2,1,1,1,2,1,1,20,41326,0,0,1,2
361,2,6,265,0,1,6,7,0,2,2,1,1,1,1,1,120,41326,1,5,1,2
362,2,6,299,0,3,3,4,7,3,2,3,3,3,1,2,0,41326,0,11,1,2
363,1,2,307,0,1,1,2,5,2,1,1,1,2,1,1,0,41326,1,14,1,2
364,1,24,307,0,2,2,0,0,2,1,3,3,3,1,1,0,41336,0,6,1,3
365,2,6,266,0,1,1,7,0,2,1,3,3,3,1,1,0,41401,0,3,0,4
366,1,2,307,307,2,2,0,0,2,2,2,1,2,1,1,0,41326,0,4,1,2
367,1,48,205,0,1,1,0,0,1,2,1,1,2,1,1,0,41401,0,0,0,1
368,1,2,307,0,1,2,0,0,2,1,2,2,2,1,1,1,41336,0,3,1,1
369,2,3,266,0,2,6,7,0,2,1,2,1,2,1,1,0,41336,0,3,1,2
370,2,1,266,0,3,1,4,7,2,1,2,1,2,1,4,0,41335,0,4,1,1
371,1,53,307,307,1,7,0,0,2,2,1,3,3,1,1,0,41326,0,1,1,4
372,2,1,243,0,1,1,7,0,1,1,2,2,2,1,1,0,41345,0,1,1,4
373,2,7,264,0,1,1,7,0,2,2,1,1,1,1,1,0,41326,0,15,1,4
374,2,4,266,0,2,1,0,0,1,1,2,2,2,1,1,0,41401,0,3,1,2
375,1,1,307,307,1,2,0,0,2,2,2,1,2,1,1,0,41326,0,1,1,2
376,2,1,266,0,1,1,7,0,2,1,2,1,2,1,1,0,41401,0,4,1,2
377,1,2,307,307,3,1,2,5,1,1,2,1,2,1,2,0,41401,0,1,1,2
378,1,48,307,111,1,2,0,0,2,1,3,3,3,1,1,0,41326,0,1,1,4
379,1,1,307,0,3,1,5,7,2,1,3,3,3,1,2,0,41327,0,1,1,4
380,2,2,247,265,2,6,7,0,1,1,2,2,2,1,1,0,41401,0,5,1,1
381,1,1,78,213,1,1,2,0,2,1,3,3,2,1,1,0,41326,0,7,1,2
382,1,48,205,0,3,2,6,7,1,3,1,1,2,2,2,300,41336,0,5,1,2
383,2,1,266,0,3,1,4,6,1,1,2,2,2,1,4,0,41326,0,0,1,2
384,2,3,266,0,2,5,6,7,2,1,1,1,1,1,1,100,41326,0,1,1,4
385,1,7,25,25,2,2,0,0,3,2,1,1,2,1,1,0,41326,0,1,1,1
386,1,3,307,0,1,1,7,0,2,1,1,1,2,1,1,0,41326,0,1,1,4
387,1,1,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41326,0,6,1,2
388,2,3,266,0,2,7,0,0,1,1,2,2,2,1,1,0,41327,0,3,1,3
389,2,3,266,0,2,1,2,6,2,1,2,2,2,1,1,0,41326,0,3,1,2
390,1,12,307,109,1,1,0,0,2,2,3,3,1,1,1,150,41332,0,3,1,4
391,1,2,0,26,2,2,0,0,2,1,1,1,2,1,1,0,41326,0,3,1,3
392,1,2,307,0,2,1,2,7,1,1,2,2,2,1,5,0,41326,0,16,0,2
393,1,3,129,307,2,1,7,0,1,2,3,1,2,1,1,0,41326,0,1,1,4
394,1,25,195,0,1,6,7,0,2,3,1,1,2,1,1,100,41326,0,2,1,1
395,2,14,266,0,2,2,0,0,2,1,3,3,3,1,1,0,41326,0,2,1,1
396,1,1,307,0,3,1,2,7,3,2,2,1,2,1,12,0,41326,0,5,1,2
397,1,1,307,307,2,2,0,0,2,2,1,1,2,1,1,0,41326,0,1,1,3
398,2,1,266,0,2,2,6,7,1,1,3,3,2,1,1,30,41326,0,1,1,4
399,1,10,141,109,2,1,7,0,2,2,1,1,2,1,1,0,41326,0,2,1,1
400,2,7,266,0,1,6,7,0,2,1,2,1,2,1,2,0,41326,0,3,1,4
401,2,2,266,0,2,1,4,0,1,1,2,2,2,1,2,0,41326,0,4,1,4
402,1,1,307,0,2,1,3,0,2,2,2,2,2,1,1,0,41401,0,5,1,1
403,2,12,265,0,2,1,7,0,2,2,1,1,1,1,1,150,41326,0,1,1,1
404,1,84,109,0,1,2,5,0,2,2,1,1,1,2,1,0,41326,0,1,1,4
405,2,3,266,0,1,3,7,0,2,1,2,2,2,1,1,0,41401,0,1,1,1
406,1,6,307,0,2,1,0,0,2,2,2,1,2,1,1,0,41326,1,4,1,4
407,2,4,266,0,1,1,3,7,1,1,1,1,2,1,2,40,41401,0,5,1,4
408,1,8,307,307,1,2,0,0,2,1,1,1,2,1,1,0,41401,0,10,1,2
409,2,1,266,0,2,1,2,7,2,1,2,2,2,1,3,0,41401,0,8,0,3
410,2,1,266,303,2,1,2,0,2,1,2,1,2,1,1,0,41326,0,3,1,0
411,2,18,265,0,2,5,7,0,2,1,2,2,2,1,1,0,41401,0,3,1,0
412,2,2,266,0,2,1,7,0,1,1,2,2,2,1,1,0,41326,0,2,1,4
413,2,36,266,0,2,1,6,7,2,2,2,2,1,1,1,0,41401,0,4,1,4
414,1,2,307,0,2,2,7,0,2,2,3,3,2,1,1,0,41326,0,2,1,3
415,1,6,307,307,3,1,7,0,2,2,1,3,3,1,2,0,41326,0,1,1,4
416,2,2,266,0,1,2,0,0,1,1,2,2,2,1,1,0,41326,0,2,1,3
417,1,1,307,0,2,1,2,7,3,1,2,2,2,1,1,50,41401,0,9,1,1
418,2,18,266,0,1,4,0,0,2,1,1,1,1,1,1,0,41401,0,1,1,4
419,1,4,202,307,1,1,2,3,3,2,2,1,2,1,1,0,41326,0,12,1,2
420,2,6,266,266,1,1,7,0,2,1,2,2,2,1,2,0,41326,0,5,1,4
421,1,2,307,0,1,1,2,0,2,1,2,1,2,1,1,0,41330,0,1,1,2
422,1,4,213,307,2,1,2,7,2,1,3,1,3,1,4,0,41401,0,5,1,3
423,1,2,307,307,2,1,7,0,2,2,2,1,2,1,1,0,41326,0,4,1,3
424,1,1,307,0,1,1,2,0,2,2,2,2,2,1,1,0,41327,0,1,1,3
425,1,2,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41326,2,4,1,3
426,1,8,307,0,1,2,7,0,2,1,2,2,2,1,1,0,41330,0,1,1,2
427,2,1,266,0,3,2,4,7,2,2,1,1,2,1,20,0,41401,0,5,1,4
428,2,3,299,0,1,3,0,0,1,1,3,3,3,1,1,0,41326,0,1,1,4
429,2,3,266,0,1,5,0,0,2,1,1,1,2,1,1,0,41401,0,3,1,1
430,2,3,264,278,1,1,0,0,2,3,1,1,2,1,1,100,41326,0,2,1,2
431,2,4,299,0,3,4,6,7,2,2,2,2,2,1,2,0,41336,0,5,1,3
432,2,12,266,0,2,2,0,0,1,1,2,2,2,1,1,0,41326,0,5,1,2
433,2,0,266,0,3,1,5,7,2,2,2,2,2,1,4,0,41326,0,3,1,1
434,1,72,103,0,2,1,2,3,3,3,1,1,2,1,1,0,41330,0,4,1,1
435,2,1,265,0,3,2,3,0,1,2,2,2,2,1,2,0,41326,0,3,1,1
436,1,1,307,0,3,1,2,7,2,1,3,3,3,1,5,0,41326,0,15,1,1
437,2,3,299,0,2,1,2,7,1,1,1,1,2,1,1,0,41326,0,4,1,4
438,2,12,265,0,3,1,7,0,2,2,3,3,3,1,4,0,41326,0,1,1,4
439,1,2,307,0,2,2,0,0,2,2,1,1,2,1,1,0,41326,0,1,1,3
440,1,2,307,0,1,1,2,0,2,1,3,3,2,1,1,0,41326,0,1,1,1
441,1,4,307,0,2,2,7,0,2,2,3,1,3,1,1,0,41326,0,3,1,4
442,1,3,307,0,1,2,0,0,2,1,1,1,1,1,1,0,41326,0,2,1,1
443,1,4,307,189,1,1,2,0,2,1,2,2,2,1,1,0,41401,0,2,1,1
444,2,3,266,0,2,1,0,0,1,1,3,3,3,1,1,0,41401,0,3,1,4
445,2,4,266,0,1,1,0,0,2,1,1,1,1,2,1,0,41326,0,5,1,3
446,2,12,299,0,1,3,5,7,2,1,2,1,1,1,1,100,41401,1,10,1,2
447,1,36,218,307,1,1,7,0,2,2,1,1,1,1,1,0,41326,0,2,1,1
448,2,2,285,264,2,1,2,5,2,3,2,1,2,1,1,100,41326,0,5,1,1
449,1,4,307,0,2,7,0,0,2,1,1,1,2,1,1,0,41326,0,1,1,1
450,1,5,72,72,1,1,7,0,1,2,1,1,2,1,1,0,41326,0,10,1,1
451,2,12,265,265,2,1,0,0,2,2,2,1,2,1,1,0,41401,0,2,1,3
452,2,5,266,0,1,1,2,7,2,1,3,3,3,1,1,0,41326,0,1,1,1
453,1,2,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41401,0,4,0,1
454,1,48,173,307,2,2,0,0,2,1,2,2,2,1,1,0,41326,0,4,1,4
455,1,5,307,307,2,2,0,0,2,2,1,1,2,1,1,0,41326,0,3,1,4
456,1,2,307,0,2,2,0,0,2,1,2,1,2,1,4,0,41330,0,2,1,3
457,1,5,307,0,2,2,0,0,1,1,3,3,3,1,1,0,41326,0,3,1,4
458,2,4,266,0,2,2,7,0,1,1,3,1,2,1,1,0,41401,0,7,1,2
459,1,2,24,70,3,1,2,7,2,2,2,2,2,1,6,0,41401,0,1,1,1
460,1,3,307,0,2,2,0,0,2,2,2,2,2,1,1,0,41326,0,5,1,4
461,2,4,266,299,1,1,6,0,1,1,2,2,2,1,1,0,41326,0,5,1,2
462,2,5,265,0,1,1,0,0,2,2,3,3,3,1,1,0,41326,0,1,1,1
463,2,3,266,0,1,4,0,0,1,1,1,1,2,1,1,0,41401,0,6,1,2
464,2,2,266,0,2,1,7,0,2,1,2,2,2,1,1,0,41401,0,4,1,2
465,2,2,299,0,3,1,4,6,2,2,2,2,2,1,2,0,41326,0,2,0,2
466,1,4,307,307,2,2,0,0,2,1,1,1,2,1,1,0,41326,0,3,1,3
467,1,3,307,176,1,1,2,7,3,1,1,1,2,1,2,0,41326,0,12,1,4
468,1,12,307,0,2,2,4,7,2,1,1,1,1,1,1,0,41330,0,2,1,2
469,2,4,284,0,2,2,4,7,1,1,2,1,2,2,1,0,41326,0,1,1,2
470,1,5,307,0,1,7,0,0,2,1,1,1,1,1,1,0,41336,0,0,1,4
471,1,2,307,0,2,1,2,7,2,1,1,1,2,1,1,0,41336,0,1,1,4
472,1,2,200,307,2,2,0,0,2,1,3,3,2,1,1,0,41326,0,4,1,3
473,2,1,266,0,3,1,2,6,2,1,2,1,2,1,2,0,41326,0,1,1,4
474,1,3,195,0,1,6,7,0,1,2,1,1,2,1,1,0,41336,0,5,1,1
475,1,2,307,307,2,1,2,5,2,2,2,2,2,1,6,0,41326,0,6,1,2
476,2,17,266,0,2,1,2,3,2,1,1,1,2,1,1,0,41326,0,5,1,4
477,1,8,179,0,2,2,0,0,1,1,1,1,3,1,1,0,41326,0,1,1,0
478,2,5,266,0,1,1,2,7,2,2,2,1,2,1,1,0,41326,0,1,1,1
479,2,12,266,0,3,1,7,0,2,1,2,2,2,1,2,0,41401,0,2,1,4
480,1,12,119,307,1,1,2,7,2,2,1,1,1,1,1,150,41327,0,5,1,3
481,1,5,307,0,2,1,0,0,2,1,1,1,1,1,1,100,41336,0,5,1,4
482,1,2,307,0,2,1,0,0,2,1,2,1,2,1,1,0,41401,0,3,1,3
483,1,24,307,179,2,1,0,0,1,1,3,1,3,2,1,0,41336,0,1,1,2
484,1,5,307,0,1,1,2,3,2,1,1,1,2,1,1,0,41326,0,4,1,1
485,2,2,286,299,3,1,4,6,2,1,2,1,2,1,2,50,41401,0,4,0,4
486,1,2,307,0,1,1,0,0,2,2,3,3,3,1,1,0,41324,0,1,0,4
487,1,2,307,307,2,2,7,0,2,2,1,1,2,1,1,0,41326,0,5,1,1
488,1,36,195,0,2,6,7,0,2,2,1,1,2,1,1,0,41326,0,1,1,1
489,1,24,307,307,2,4,0,0,3,3,2,2,2,1,1,0,41401,0,2,0,4
490,2,9,264,0,1,1,7,0,2,3,2,1,2,2,1,0,41401,0,2,1,4
491,1,1,307,0,3,1,7,0,2,1,3,3,3,1,2,0,41326,0,2,0,4
492,1,3,307,0,2,2,0,0,2,2,1,1,1,1,1,0,41401,0,12,1,4
493,2,10,266,0,2,1,2,4,1,1,1,1,1,1,1,0,41326,0,23,1,3
494,1,12,179,0,1,6,0,0,2,1,1,1,1,1,1,0,41326,0,7,1,2
495,2,3,266,0,3,5,0,0,2,1,2,1,2,1,2,0,41326,0,3,1,1
496,1,48,128,0,2,5,0,0,1,1,1,1,1,1,1,0,41401,0,1,1,2
497,2,24,285,0,1,1,2,7,2,3,1,1,2,1,1,0,41326,0,1,1,1
498,1,76,20,0,2,1,2,7,2,2,1,1,2,1,1,0,41326,0,2,1,2
499,2,2,266,0,2,1,6,7,1,2,3,3,3,1,1,0,41326,0,1,1,3
500,2,30,243,0,2,6,7,0,2,2,2,2,2,1,1,0,41401,0,1,1,1
501,2,2,266,0,3,1,4,7,1,1,1,1,2,1,3,0,41326,0,4,1,2
502,1,1,307,0,2,1,0,0,2,2,2,2,2,1,1,0,41327,0,1,1,3
503,1,48,307,0,2,3,0,0,2,3,1,1,1,1,1,0,41326,0,1,0,2
504,1,9,307,307,3,1,2,0,2,1,1,1,2,1,2,30,41326,0,3,1,2
505,1,12,307,0,2,7,0,0,2,3,1,1,1,1,1,0,41401,0,2,1,4
506,2,6,266,0,2,1,2,7,1,1,1,1,1,1,3,0,41401,0,3,1,4
507,2,1,266,0,1,1,7,0,2,1,2,1,2,1,1,0,41401,0,2,0,1
508,2,4,285,299,1,4,0,0,1,2,2,1,2,1,3,100,41401,0,0,1,4
509,2,18,266,0,1,3,7,0,1,1,1,1,3,1,1,0,41401,0,7,1,2
510,1,1,307,0,1,1,2,7,2,1,2,2,2,1,1,0,41326,0,1,0,3
511,1,2,307,0,3,1,2,7,2,1,2,2,2,1,8,0,41326,0,8,0,3
512,1,2,307,0,2,1,2,7,2,1,2,1,2,1,1,0,41326,0,1,0,4
513,2,132,266,0,2,1,2,0,2,1,1,1,1,1,1,0,41326,0,1,1,3
514,2,16,266,285,1,7,0,0,3,2,1,1,1,1,1,0,41326,0,0,1,4
515,1,84,152,218,1,2,3,0,1,1,3,3,3,1,1,0,41401,0,1,1,4
516,1,48,307,0,2,2,0,0,2,2,3,3,3,1,1,0,41401,0,3,1,4
517,1,2,307,0,3,1,2,5,2,1,2,1,2,1,4,0,41326,0,1,1,1
518,2,12,264,264,1,3,0,0,2,3,1,3,3,1,1,0,41326,0,5,1,1
519,1,2,307,307,1,1,2,7,2,2,1,1,2,1,1,0,41326,0,5,1,1
520,1,72,109,0,2,3,5,0,3,3,1,1,1,1,1,0,41326,0,0,1,4
521,2,3,265,0,1,7,0,0,2,2,3,3,3,1,1,0,41326,0,1,1,1
522,1,60,218,0,2,2,7,0,1,2,1,1,3,1,1,0,41326,0,4,1,2
523,2,2,266,0,1,3,6,0,1,1,2,1,2,1,2,0,41401,0,3,1,2
524,2,2,292,265,2,2,5,0,2,2,2,2,2,1,1,0,41401,0,5,1,2
525,2,1,266,0,2,2,7,0,1,1,2,2,2,1,1,0,41326,0,4,1,4
526,1,7,307,0,1,1,0,0,2,1,1,1,2,1,1,0,41326,0,1,1,4
527,1,3,307,307,1,2,0,0,2,1,2,2,2,1,1,0,41326,0,3,1,1
528,2,6,277,0,2,2,7,0,1,1,2,2,2,3,1,0,41401,0,4,1,4
529,2,2,266,0,2,1,6,7,1,1,2,2,2,1,1,0,41401,0,3,1,1
530,1,3,307,0,2,2,5,0,2,1,1,1,2,1,1,0,41326,0,3,1,2
531,1,2,307,0,2,3,0,0,2,1,3,1,2,1,1,0,41401,0,2,1,3
532,1,2,307,0,2,1,2,7,2,2,2,2,2,1,8,0,41342,0,8,1,1
533,1,1,307,307,3,1,2,7,2,2,2,2,2,1,5,0,41326,0,4,1,4
534,1,4,141,307,2,1,5,0,2,2,1,1,2,1,1,0,41326,0,2,1,1
535,1,24,307,0,2,2,0,0,2,1,1,1,1,1,1,500,41326,0,6,1,3
536,2,2,265,0,2,1,2,4,2,2,2,1,2,2,1,0,41326,0,2,1,2
537,1,24,307,0,2,2,0,0,3,2,3,3,3,1,1,0,41327,0,3,0,4
538,1,12,307,0,2,1,0,0,1,2,3,3,2,1,1,0,41401,0,0,1,4
539,2,3,285,292,1,2,7,0,1,2,2,2,2,1,1,200,41401,0,1,0,1
540,1,1,307,307,2,1,2,7,2,1,2,2,2,1,1,0,41326,0,8,1,2
541,2,2,266,0,1,3,7,0,2,1,2,2,2,1,1,200,41326,0,5,1,2
542,2,12,266,0,3,1,4,7,3,1,1,1,1,1,5,0,41401,0,5,1,4
543,1,12,307,152,1,3,0,0,1,1,1,1,1,1,1,0,41401,0,5,1,4
544,2,3,266,0,1,1,6,0,2,1,2,1,2,1,1,0,41326,0,2,1,3
545,1,2,307,307,2,1,2,0,2,1,2,1,2,1,4,0,41327,0,3,1,4
546,1,1,307,0,2,1,2,0,2,1,2,2,2,1,2,0,41326,0,5,1,3
547,1,72,152,0,1,2,0,0,1,1,1,1,2,2,1,0,41326,0,4,1,4
548,2,2,266,0,1,6,7,0,1,1,3,3,3,1,1,0,41326,0,3,1,1
549,1,1,307,0,1,1,2,7,2,1,1,1,2,1,1,100,41330,0,2,1,1
550,1,36,44,307,1,1,2,7,3,1,1,1,1,1,1,0,41326,0,10,1,3
551,1,3,307,0,2,2,0,0,2,1,3,3,2,1,1,0,41326,0,2,1,3
552,2,2,266,0,2,4,6,7,1,1,3,3,3,1,3,0,41326,0,5,0,3
553,2,24,266,0,2,1,4,6,3,1,1,1,1,1,2,0,41326,6,11,1,4
554,2,11,266,0,1,5,0,0,2,1,1,1,1,1,1,100,41326,0,6,1,4
555,2,12,264,0,3,1,6,7,2,2,2,2,2,1,6,0,41326,0,6,1,2
556,1,3,307,0,1,1,0,0,1,2,3,3,3,1,1,0,41401,0,2,1,4
557,2,12,265,0,3,1,7,0,1,2,2,2,2,1,2,0,41326,0,3,1,4
558,2,60,247,0,1,1,2,3,3,1,1,1,1,1,1,200,41326,0,2,1,1
559,2,1,265,0,2,1,7,0,1,2,2,1,2,1,1,0,41335,0,10,1,4
560,1,2,218,307,2,1,2,5,2,1,2,1,2,1,2,0,41326,0,5,1,3
561,2,6,266,0,2,3,4,7,3,1,1,1,2,1,1,0,41401,0,3,1,3
562,2,3,299,0,1,2,0,0,2,1,3,3,3,1,1,0,41336,0,3,1,2
563,1,2,307,0,1,2,3,5,2,2,2,1,3,1,1,0,41324,0,1,1,4
564,2,2,247,265,1,3,7,0,1,1,2,2,2,1,1,0,41401,0,3,1,1
565,2,3,266,0,1,1,7,0,3,1,2,1,2,1,4,0,41401,0,4,1,4
566,2,5,266,0,2,1,2,6,2,1,2,2,2,1,1,0,41401,0,1,1,2
567,1,24,75,228,1,1,2,5,2,2,1,1,1,1,1,200,41326,0,2,1,2
568,1,4,307,0,3,1,2,5,1,2,2,2,2,1,6,0,41326,0,1,1,1
569,2,3,266,0,1,1,0,0,2,1,2,2,2,1,1,0,41401,0,3,1,4
570,2,4,266,265,1,1,5,0,2,2,1,1,2,1,1,0,41327,0,3,1,3
571,2,19,266,266,1,6,0,0,2,1,1,1,1,1,2,0,41326,0,4,1,4
572,2,2,265,283,2,3,7,0,2,2,2,1,2,1,1,50,41327,0,2,1,1
573,1,2,307,0,2,1,2,7,2,1,2,2,3,1,1,0,41326,0,3,1,1
574,2,6,265,0,1,6,0,0,1,2,2,1,2,1,1,0,41326,0,4,1,3
575,1,2,189,307,1,1,5,0,3,2,2,2,2,1,2,100,41401,0,3,1,3
576,1,2,307,0,2,2,0,0,2,2,1,1,2,1,1,0,41326,0,1,1,2
577,2,12,299,0,1,3,0,0,3,1,1,1,1,1,1,50,41401,0,4,1,4
578,1,11,307,0,1,5,0,0,2,1,1,1,1,1,1,0,41326,0,2,1,4
579,2,2,247,265,2,1,2,6,1,2,2,2,2,1,3,0,41401,0,7,1,0
580,1,36,218,307,2,2,7,0,2,2,2,1,1,1,1,0,41326,0,7,1,4
581,2,12,266,0,2,6,7,0,2,1,3,3,1,1,1,0,41326,0,5,1,1
582,1,1,307,0,2,5,0,0,2,2,3,3,3,1,2,0,41324,0,1,0,4
583,2,8,292,299,2,2,6,0,1,1,3,3,3,1,1,0,41401,0,2,1,4
584,2,24,266,266,2,5,0,0,1,1,1,1,3,1,1,0,41326,0,2,1,2
585,2,1,266,0,1,2,0,0,2,1,2,2,2,1,1,100,41401,0,6,1,2
586,1,3,307,307,1,2,7,0,2,1,2,2,2,1,1,1,41327,0,2,1,3
587,1,3,307,0,2,1,4,0,2,2,1,1,2,1,1,0,41326,0,8,1,4
588,2,2,285,266,3,1,2,0,3,2,2,2,2,1,2,50,41326,0,2,1,2
589,1,12,307,0,1,1,2,0,1,1,3,1,3,1,1,0,41327,0,3,1,2
590,1,8,307,0,1,2,0,0,2,1,1,1,1,1,1,0,41326,0,9,1,2
591,1,1,307,0,2,2,0,0,2,2,2,1,2,1,1,0,41401,0,0,1,1
592,2,2,264,265,2,1,6,7,2,2,2,1,2,1,1,50,41326,0,7,1,3
593,2,1,264,266,1,1,2,7,2,3,2,2,2,1,3,0,41326,0,5,1,2
594,2,12,299,0,1,3,5,0,2,1,1,1,1,1,1,0,41326,0,3,1,4
595,1,6,141,307,2,1,0,0,2,2,1,3,3,1,1,0,41326,0,4,1,3
596,1,2,64,307,3,2,5,0,2,1,2,1,2,1,4,0,41326,0,8,1,3
597,1,48,109,0,3,3,0,0,2,2,3,3,3,1,2,0,41401,0,0,0,4
598,2,1,299,0,3,3,6,7,2,2,3,3,2,1,5,0,41326,0,2,1,2
599,2,0,266,0,1,1,7,0,2,1,2,2,2,1,1,0,41401,0,2,0,3
600,1,60,307,0,1,3,0,0,2,2,1,1,1,1,1,0,41326,1,4,1,4
601,1,0,307,0,3,2,5,0,2,1,2,2,2,1,10,0,41326,0,13,1,2
602,1,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41401,0,7,1,2
603,2,3,266,0,3,1,6,7,2,1,2,2,2,1,7,0,41326,0,14,1,2
604,2,3,266,0,1,1,0,0,2,1,2,2,2,1,1,0,41401,0,1,1,4
605,2,2,264,0,1,1,7,0,2,2,2,2,2,1,1,0,41401,0,3,1,4
606,1,2,307,307,3,2,0,0,2,1,2,2,2,1,2,0,41401,0,1,1,4
607,1,1,307,0,2,2,0,0,2,2,2,2,2,1,2,0,41332,0,1,1,2
608,1,24,307,0,1,2,0,0,3,1,1,1,1,1,1,200,41326,0,3,1,4
609,2,10,266,0,2,1,7,0,2,2,2,2,2,1,1,0,41326,0,1,1,4
610,1,2,307,0,2,1,0,0,2,1,1,1,2,1,1,0,41330,0,2,1,3
611,2,1,285,264,1,1,7,0,3,3,2,2,2,1,1,50,41326,0,3,1,2
612,1,60,75,0,1,2,0,0,1,3,1,1,1,1,1,150,41326,0,2,1,2
613,2,1,266,0,1,2,3,4,2,1,2,2,2,1,1,15,41326,0,5,1,2
